School,id,Type,Function,Contact Name,Address,Town,State,Zip,Phone,Fax,Grade
Newburyport: Francis T Bresnahan Elementary,2040005,Public School,Principal,Kristina Davis,333 High Street,Newburyport,MA,1950,978-465-4431,978-465-2112,"PK,K,01,02,03"
Newburyport: Rupert A Nock Middle,2040305,Public School,Principal,Lisa Furlong,70 Low Street,Newburyport,MA,1950,978-465-4447,978-465-4074,"06,07,08"
Newton: A E Angier,2070005,Public School,Principal,Loreta Lamberti,1697 Beacon Street,Waban,MA,2468,617-559-9300,617-244-4161,"K,01,02,03,04,05"
Newton: Bigelow Middle,2070305,Public School,Principal,Todd Harrison,42 Vernon St,Newton,MA,2458,617-559-6800,617-552-7752,"06,07,08"
Newton: Bowen,2070015,Public School,Principal,Diana Guzzi,280 Cypress Street,Newton Centre,MA,2459,617-559-9330,617-552-7363,"K,01,02,03,04,05"
Newton: C C Burr,2070020,Public School,Principal,Harminder Johal,171 Pine Street,Auburndale,MA,2466,617-559-9360,617-552-5562,"K,01,02,03,04,05"
Newton: Cabot,2070025,Public School,Principal,Eric Sprung,225 Nevada Street (Cabot at Carr),Newtonville,MA,2460,617-559-9400,617-552-5584,"K,01,02,03,04,05"
Newton: Charles E Brown Middle,2070310,Public School,Principal,John Jordan,125 Meadowbrook Rd,Newton Centre,MA,2459,617-559-6900,617-552-5541,"06,07,08"
Newton: Countryside,2070040,Public School,Principal,Elizabeth Herlihy,191 Dedham Street,Newton Highlands,MA,2461,617-559-9450,617-552-5583,"K,01,02,03,04,05"
Newton: F A Day Middle,2070315,Public School,Principal,Jacqueline Mann,21 Minot PL,Newtonville,MA,2460,617-559-9100,617-559-9103,"06,07,08"
Newton: Franklin,2070055,Public School,Principal,Joel Jocelyn,125 Derby Street,West Newton,MA,2465,617-559-9500,617-552-5521,"K,01,02,03,04,05"
Newton: Horace Mann,2070075,Public School,Principal,Mark Nardelli,687 Watertown Street,Newtonville,MA,2460,617-559-9510,617-559-2004,"K,01,02,03,04,05"
Newton: John Ward,2070120,Public School,Principal,Elaine Harold,10 Dolphin Rd,Newton Centre,MA,2459,617-559-6450,617-552-5563,"K,01,02,03,04,05"
Newton: Lincoln-Eliot,2070070,Public School,Principal,Danielle Morrissey,191 Pearl Street,Newton,MA,2458,617-559-9540,617-552-5558,"K,01,02,03,04,05"
Newton: Mason-Rice,2070080,Public School,Principal,Jacob Bultema,149 Pleasant Street,Newton Centre,MA,2459,617-559-9570,617-552-7315,"K,01,02,03,04,05"
Newton: Memorial Spaulding,2070105,Public School,Principal,Thomas Morris,250 Brookline Street,Newton Centre,MA,2459,617-559-9600,617-552-7944,"K,01,02,03,04,05"
Newton: Oak Hill Middle,2070320,Public School,Principal,John Harutunian,130 Wheeler Road,Newton Centre,MA,2459,617-559-9200,617-552-5547,"06,07,08"
Newton: Peirce,2070100,Public School,Principal,Auburn Chitty,170 Temple Street,West Newton,MA,2465,617-559-9630,617-552-7318,"K,01,02,03,04,05"
Newton: Underwood,2070115,Public School,Principal,Kathleen Smith,101 Vernon Street,Newton Corner,MA,2458,617-559-9660,617-552-5552,"K,01,02,03,04,05"
Newton: Williams,2070125,Public School,Principal,Ayesha Farag,141 Grove Street,Auburndale,MA,2466,617-559-6480,617-559-2013,"K,01,02,03,04,05"
Newton: Zervas,2070130,Public School,Principal,Diana Beck,30 Beethoven Avenue,Waban,MA,2468,617-559-6750,617-552-5546,"K,01,02,03,04,05"
Norfolk: Freeman-Kennedy School,2080005,Public School,Principal,Lisa Altham,70 Boardman Street,Norfolk,MA,2056,508-528-1266,508-541-5495,"03,04,05,06"
North Adams: Brayton,2090035,Public School,Principal,John Franzoni,20 Brayton Hill Terrace,North Adams,MA,1247,413-662-3260,413-662-3293,"PK,K,01,02,03,04,05,06"
North Adams: Colegrove Park Elementary,2090008,Public School,Principal,Amy Meehan,24 Church Street,North Adams,MA,1247,413-662-3250,413-672-3247,"PK,K,01,02,03,04,05,06"
North Adams: Drury High,2090505,Public School,Principal,Timothy Callahan,1130 South Church Street,North Adams,MA,1247,413-662-3240,413-662-3239,"07,08,09,10,11,12"
North Adams: Greylock,2090015,Public School,Principal,Sandra Cote,100 Phelps Avenue,North Adams,MA,1247,413-662-3255,413-662-3033,"PK,K,01,02,03,04,05,06"
North Andover: Annie L Sargent School,2110018,Public School,Principal,Karen Murdoch Lahey,300 Abbott Street,North Andover,MA,1845,978-725-3673,978-725-3678,"K,01,02,03,04,05"
North Andover: Atkinson,2110001,Public School,Principal,Greg Landry,111 Phillips Brooks Rd,North Andover,MA,1845,978-794-0124,978-794-2454,"PK,K,01,02,03,04,05"
North Andover: Franklin,2110010,Public School,Principal,Joseph Clarke,2 Cypress Terrace,North Andover,MA,1845,978-794-1990,978-682-0240,"K,01,02,03,04,05"
North Andover: Kittredge,2110015,Public School,Principal,Richard Cushing,601 Main Street,North Andover,MA,1845,978-794-1688,978-794-2514,"K,01,02,03,04,05"
North Andover: North Andover Middle,2110305,Public School,Principal,Joan Mcquade,495 Main Street,North Andover,MA,1845,978-794-1870,978-794-3619,"06,07,08"
North Andover: Thomson,2110020,Public School,Principal,Christopher Raymond,266 Waverly Rd,North Andover,MA,1845,978-794-1545,978-794-2508,"K,01,02,03,04,05"
North Attleborough: Amvet Boulevard,2120007,Public School,Principal,Michelle McKeon,70 Amvet Boulevard,North Attleborough,MA,2760,508-643-2155,508-643-2184,"K,01,02,03,04,05"
North Attleborough: Community,2120030,Public School,Principal,Sarah McCracken,45 South Washington Street,North Attleborough,MA,2760,508-643-2148,508-643-2179,"K,01,02,03,04,05"
North Attleborough: Falls,2120010,Public School,Principal,Lee Todd,2 Jackson Street,North Attleborough,MA,2760,508-643-2170,508-643-2185,"K,01,02,03,04,05"
North Attleborough: Joseph W Martin Jr Elementary,2120013,Public School,Principal,Danielle Klingaman,37 Landry Avenue,North Attleborough,MA,2760,508-643-2140,508-643-2186,"K,01,02,03,04,05"
North Attleborough: North Attleborough Middle,2120305,Public School,Principal,Craig Juelis,564 Landry Avenue,North Attleborough,MA,2760,508-643-2130,508-643-2134,"06,07,08"
North Attleborough: Roosevelt Avenue,2120015,Public School,Principal,John Quinn,108 Roosevelt Avenue,North Attleborough,MA,2760,508-643-2151,508-643-2187,"K,01,02,03,04,05"
North Brookfield: North Brookfield Elementary,2150015,Public School,Principal,Eric Glazier,10 New School Drive,North Brookfield,MA,1535,508-867-8326,508-867-6255,"PK,K,01,02,03,04,05,06"
North Brookfield: North Brookfield High,2150505,Public School,Principal,William Evans,10 New School Drive,North Brookfield,MA,1535,508-867-7131,508-867-3496,"07,08,09,10,11,12"
North Middlesex: Ashby Elementary,7350010,Public School,Principal,Anne Cromwell,911 Main Street,Ashby,MA,1431,978-386-7266,978-386-0973,"K,01,02,03,04"
North Middlesex: Hawthorne Brook,7350030,Public School,Principal,Stephen Coughlan,64 Brookline Rd,Townsend,MA,1469,978-597-6914,978-597-0354,"05,06,07,08"
North Middlesex: Nissitissit Middle School,7350310,Public School,Principal,Diane Gleason,33 Chace Avenue,Pepperell,MA,1463,978-433-0114,978-433-0118,"05,06,07,08"
North Middlesex: Spaulding Memorial,7350005,Public School,Principal,Becky Janda,1 Whitcomb Street,Townsend,MA,1469,978-597-0380,978-597-0386,"K,01,02,03,04"
North Middlesex: Varnum Brook,7350035,Public School,Principal,Tara Hanley,10 Hollis Street,Pepperell,MA,1463,978-433-6722,978-433-8140,"K,01,02,03,04"
North Reading: E Ethel Little School,2170003,Public School,Principal,Christine Molle,7 Barberry Lane,North Reading,MA,1864,978-664-7820,978-664-3081,"PK,K,01,02,03,04,05"
North Reading: J Turner Hood,2170010,Public School,Principal,Glen McKay,298A Haverhill St,North Reading,MA,1864,978-664-7817,978-664-7805,"PK,K,01,02,03,04,05"
North Reading: L D Batchelder,2170005,Public School,Principal,Sean Killeen,175 Park Street,North Reading,MA,1864,978-664-7814,978-664-7819,"K,01,02,03,04,05"
North Reading: North Reading Middle,2170305,Public School,Principal,Cathy O'Connell,189 Park Street,North Reading,MA,1864,978-664-7806,978-276-0679,"06,07,08"
Northampton: Bridge Street,2100005,Public School,Principal,Beth Choquette,2 Parsons Street,Northampton,MA,1060,413-587-1460,413-587-1474,"PK,K,01,02,03,04,05"
Northampton: Jackson Street,2100020,Public School,Principal,Gwen Agna,120 Jackson Street,Northampton,MA,1060,413-587-1510,413-587-1524,"K,01,02,03,04,05"
Northampton: John F Kennedy Middle School,2100410,Public School,Principal,Lesley Wilson,100 Bridge Rd,Florence,MA,1062,413-587-1489,413-587-1495,"06,07,08"
Northampton: Leeds,2100025,Public School,Principal,Sal Canata,20 Florence Street,Leeds,MA,1053,413-587-1531,413-587-1539,"PK,K,01,02,03,04,05"
Northampton: R. K. Finn Ryan Road,2100029,Public School,Principal,Sarah Madden,498 Ryan Rd,Florence,MA,1062,413-587-1550,413-587-1561,"K,01,02,03,04,05"
Northborough: Fannie E Proctor,2130015,Public School,Principal,Alana Cyr,26 Jefferson Rd,Northborough,MA,1532,508-351-7040,508-351-7007,"K,01,02,03,04,05"
Northborough: Lincoln Street,2130003,Public School,Principal,Jennifer Parson,76 Lincoln Street,Northborough,MA,1532,508-351-7030,508-351-7033,"K,01,02,03,04,05"
Northborough: Marguerite E Peaslee,2130014,Public School,Principal,Jill Barnhardt,31 Maple Street,Northborough,MA,1532,508-351-7035,508-351-7037,"K,01,02,03,04,05"
Northborough: Marion E Zeh,2130020,Public School,Principal,Susan Whitten,33 Howard Street,Northborough,MA,1532,508-351-7048,508-393-5125,"K,01,02,03,04,05"
Northborough: Robert E. Melican Middle School,2130305,Public School,Principal,Michelle Karb,145 Lincoln Street,Northborough,MA,1532,508-351-7020,508-351-7006,"06,07,08"
Northbridge: Northbridge Middle,2140305,Public School,Principal,John Zywien,171 Linwood Avenue,Whitinsville,MA,1588,508-234-8718,508-234-9718,"05,06,07,08"
Northbridge: W Edward Balmer,2140001,Public School,Principal,Karlene Ross,21 Crescent Street,Whitinsville,MA,1588,508-234-8161,508-234-0808,"02,03,04"
Norton: Henri A. Yelle,2180060,Public School,Principal,Anthony Difonso,64 West Main Street,Norton,MA,2766,508-285-0190,508-285-0187,"04,05"
Norton: J C Solmonese,2180015,Public School,Principal,Riitta Bolton,315 West Main Street,Norton,MA,2766,508-285-0120,508-285-0130,"PK,K,01,02,03"
Norton: L G Nourse Elementary,2180010,Public School,Principal,Catherine Luke,38 Plain Street,Norton,MA,2766,508-285-0110,508-285-0109,"K,01,02,03"
Norton: Norton Middle,2180305,Public School,Principal,Vincent Hayward,215 West Main Street,Norton,MA,2766,508-285-0140,508-286-9457,"06,07,08"
Norwell: Grace Farrar Cole,2190005,Public School,Principal,Eliza Burns,81 High Street,Norwell,MA,2061,781-659-8823,781-878-6936,"PK,K,01,02,03,04,05"
Norwell: Norwell Middle School,2190405,Public School,Principal,Derek Sulc,328 Main Street,Norwell,MA,2061,781-659-8814,781-659-8822,"06,07,08"
Norwell: William G Vinal,2190020,Public School,Principal,Diane Provenzano,102 Old Oaken Bucket Road,Norwell,MA,2061,781-659-8820,781-659-8812,"PK,K,01,02,03,04,05"
Norwood: Balch,2200005,Public School,Principal,Diane Ferreira,1170 Washington Street,Norwood,MA,2062,781-762-0694,781-255-5610,"01,02,03,04,05"
Norwood: Charles J Prescott,2200025,Public School,Principal,Brianne Killion,66 Richland Road,Norwood,MA,2062,781-762-6497,781-255-7028,"K,01,02,03,04,05"
Norwood: Cornelius M Callahan,2200010,Public School,Principal,Donna Brown,116 Garfield Avenue,Norwood,MA,2062,781-762-0693,781-255-5611,"01,02,03,04,05"
Norwood: Dr. Philip O. Coakley Middle School,2200305,Public School,Principal,Margo Fraczek,1315 Washington Street,Norwood,MA,2062,781-762-7880,781-255-5630,"06,07,08"
Norwood: F A Cleveland,2200015,Public School,Principal,Nancy Coppola,33 George Willett Parkway,Norwood,MA,2062,781-762-6522,781-255-7317,"01,02,03,04,05"
Norwood: John P Oldham,2200020,Public School,Principal,Wesley Manaday,165 Prospect Street,Norwood,MA,2062,781-769-2417,781-255-7007,"01,02,03,04,05"
Oak Bluffs: Oak Bluffs Elementary,2210005,Public School,Principal,Megan Farrell,PO Box 1325,Oak Bluffs,MA,2557,508-693-0951,508-693-5189,"PK,K,01,02,03,04,05,06,07,08"
Old Rochester: Old Rochester Regional Jr High,7400405,Public School,Principal,Kevin Brogioli,133 Marion Rd,Mattapoisett,MA,2739,508-758-4928,508-758-6021,"07,08"
Orange: Dexter Park,2230010,Public School,Principal,Chris Dodge,3 Dexter St,Orange,MA,1364,978-544-6080,978-544-1123,"03,04,05,06"
Orleans: Orleans Elementary,2240005,Public School,Principal,Elaine Pender-Bokanovich,46 Eldredge Pkwy,Orleans,MA,2653,508-255-0380,508-255-7943,"K,01,02,03,04,05"
Oxford: Clara Barton,2260005,Public School,Principal,Martha Wiley,25 Depot Road,Oxford,MA,1540,508-987-6066,508-987-2364,"02,03,04"
Oxford: Oxford High,2260505,Public School,Principal,Kimberlee Henry,100 Carbuncle Drive,Oxford,MA,1540,508-987-6081,508-987-6083,"08,09,10,11,12"
Oxford: Oxford Middle,2260405,Public School,Principal,Amy Belhumeur,497 Main Street,Oxford,MA,1540,508-987-6074,508-987-2588,"05,06,07"
Palmer: Old Mill Pond,2270008,Public School,Principal,Daniel Roy,4107 Main Street,Palmer,MA,1069,413-283-4300,413-283-2619,"PK,K,01,02,03,04,05"
Palmer: Palmer High,2270505,Public School,Principal,Susan North,4105 Main Street,Palmer,MA,1069,413-283-6511,413-283-3476,"06,07,08,09,10,11,12"
Peabody: Captain Samuel Brown,2290005,Public School,Principal,Elaine Metropolis,150 Lynn Street,Peabody,MA,1960,978-536-4100,978-536-4180,"K,01,02,03,04,05"
Peabody: Center,2290015,Public School,Principal,Jacqueline Orphanos,18 Irving Street,Peabody,MA,1960,978-536-5475,978-536-5490,"K,01,02,03,04,05"
Peabody: J Henry Higgins Middle,2290305,Public School,Principal,Todd Bucey,85 Perkins Street,Peabody,MA,1960,978-536-4800,978-536-4810,"06,07,08"
Peabody: John E Burke,2290007,Public School,Principal,Lacey Nutting,127 Birch Street,Peabody,MA,1960,978-536-5400,978-536-5410,"K,01,02,03,04,05"
Peabody: John E. McCarthy,2290016,Public School,Principal,Raymond Smoyer,76 Lake Street,Peabody,MA,1960,978-536-5625,978-536-9925,"PK,K,01,02,03,04,05"
Peabody: South Memorial,2290035,Public School,Principal,Mark Higgins,16 Maple St Ext,Peabody,MA,1960,978-536-5700,978-536-5710,"PK,K,01,02,03,04,05"
Peabody: Thomas Carroll,2290010,Public School,Principal,Tracy Smith,60 Northend Street,Peabody,MA,1960,978-536-4200,978-536-4215,"K,01,02,03,04,05"
Peabody: West Memorial,2290045,Public School,Principal,William Coler,15 Bow Street,Peabody,MA,1960,978-536-5850,978-536-5860,"PK,K,01,02,03,04,05"
Peabody: William A Welch Sr,2290027,Public School,Principal,Michelle Massa,50 Swampscott Avenue,Peabody,MA,1960,978-536-5775,978-536-5845,"PK,K,01,02,03,04,05"
Pelham: Pelham Elementary,2300005,Public School,Principal,Lisa Desjarlais,45 Amherst Rd,Pelham,MA,1002,413-362-1100,413-253-4108,"K,01,02,03,04,05,06"
Pembroke: Bryantville Elementary,2310003,Public School,Principal,Catherine Glaude,29 Gurney Dr,Pembroke,MA,2359,781-293-5411,781-294-4662,"K,01,02,03,04,05,06"
Pembroke: Hobomock Elementary,2310010,Public School,Principal,Danielle Kay,81 Learning Lane,Pembroke,MA,2359,781-294-0911,781-293-1281,"K,01,02,03,04,05,06"
Pembroke: North Pembroke Elementary,2310015,Public School,Principal,Michael Murphy,72 Pilgrim Road,Pembroke,MA,2359,781-826-5115,781-826-4851,"PK,K,01,02,03,04,05,06"
Pembroke: Pembroke Community Middle School,2310305,Public School,Principal,Donna McGarrigle,559 School Street,Pembroke,MA,2359,781-293-8627,781-294-0916,"07,08"
Pentucket: Dr John C Page School,7450015,Public School,Principal,Dustin Gray,694 Main Street,West Newbury,MA,1985,978-363-2671,978-363-2234,"PK,K,01,02,03,04,05,06"
Pentucket: Elmer S Bagnall,7450005,Public School,Principal,Emily Puteri,253 School Street,Groveland,MA,1834,978-372-8856,978-521-8956,"PK,K,01,02,03,04,05,06"
Pentucket: Helen R Donaghue School,7450010,Public School,Principal,Russell Marino,24 Union Street Ext.,Merrimac,MA,1860,978-346-8921,978-346-7839,"03,04,05,06"
Pentucket: Pentucket Regional Middle,7450405,Public School,Principal,Kenneth Kelley,20 Main Street,West Newbury,MA,1985,978-363-2957,978-363-2720,"07,08"
Petersham: Petersham Center,2340005,Public School,Principal,Joanne Menard,31 Spring Street,Petersham,MA,1366,978-724-3363,978-724-6687,"K,01,02,03,04,05,06"
Pioneer Charter School of Science (District): Pioneer Charter School of Science,4940205,Charter School,Principal,Sanela Jonuz,51-59 Summer Street,Everett,MA,1249,617-389-7277,617-389-7278,"K,01,02,03,04,07,08,09,10,11,12"
Pioneer Charter School of Science II (PCSS-II) (District): Pioneer Charter School of Science II (PCSS-II),35060505,Charter School,Principal,Vahit Sevinc,97 Main Street,Saugus,MA,1906,781-666-3945,781-666-3910,"07,08,09,10,11,12"
Pioneer Valley: Bernardston Elementary,7500006,Public School,Principal,Robert Clancy,37 School Road,Bernardston,MA,1337,413-648-9356,413-648-5404,"PK,K,01,02,03,04,05,06"
Pioneer Valley: Northfield Elementary,7500008,Public School,Principal,Megan Desmarais,104 Main Street,Northfield,MA,1360,413-498-5842,413-498-5459,"PK,K,01,02,03,04,05,06"
Pioneer Valley: Pearl E Rhodes Elementary,7500007,Public School,Principal,Robert Clancy,7 Brattleboro Rd,Leyden,MA,1301,413-772-6245,413-772-1030,"PK,K,01,02,03,04,05,06"
Pioneer Valley: Pioneer Valley Regional,7500505,Public School,Principal,Jean Bacon,97 F Sumner Turner Rd,Northfield,MA,1360,413-498-2931,413-498-0184,"07,08,09,10,11,12"
Pioneer Valley: Warwick Community School,7500009,Public School,Principal,Elizabeth Musgrave,41 Winchester Road,Warwick,MA,1378,978-544-6310,978-544-6356,"PK,K,01,02,03,04,05,06"
Pioneer Valley Chinese Immersion Charter (District): Pioneer Valley Chinese Immersion Charter School,4970205,Charter School,Principal,Kathleen Wang,317 Russell Street,Hadley,MA,1035,413-582-7040,413-582-7068,"K,01,02,03,04,05,06,07,08,09,10,11,12"
Pioneer Valley Performing Arts Charter Public (District): Pioneer Valley Performing Arts Charter Public School,4790505,Charter School,Principal,Brent Nielsen,15 Mulligan Drive,South Hadley,MA,1075,413-552-1580,413-552-1594,"07,08,09,10,11,12"
Pittsfield: Allendale,2360010,Public School,Principal,Brenda Kelley,180 Connecticut Avenue,Pittsfield,MA,1201,413-448-9650,413-499-4766,"K,01,02,03,04,05"
Pittsfield: Crosby,2360065,Public School,Principal,Aaron Dean,517 West Street,Pittsfield,MA,1201,413-448-9670,413-443-9520,"PK,K,01,02,03,04,05"
Pittsfield: Egremont,2360035,Public School,Principal,Jared Materas,84 Egremont Avenue,Pittsfield,MA,1201,413-448-9655,413-442-0886,"K,01,02,03,04,05"
Pittsfield: John T Reid Middle,2360305,Public School,Principal,Linda Whitacre,950 North Street,Pittsfield,MA,1201,413-448-9620,413-443-1587,"06,07,08"
Pittsfield: Morningside Community School,2360055,Public School,Principal,Jennifer Stokes,100 Burbank Street,Pittsfield,MA,1201,413-448-9690,413-443-8907,"PK,K,01,02,03,04,05"
Pittsfield: Robert T. Capeless Elementary School,2360045,Public School,Principal,Candy Jezewski,86 Brooks Avenue,Pittsfield,MA,1867,413-448-9665,413-496-9449,"PK,K,01,02,03,04,05"
Pittsfield: Silvio O Conte Community,2360105,Public School,Principal,Kerry Light,200 West Union Street,Pittsfield,MA,1201,413-448-9660,413-448-9663,"PK,K,01,02,03,04,05"
